phrase,category,d_speeches,r_speeches,total,percent_of_d_speeches,percent_of_r_speeches,chi2,pval,position,index,x,y,vy,vx,sourceX,sourceY,moveX,moveY,correctedY
federal tax,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,222,399.56640082558454,16.412271091186767,0.0032768182662452007,-0.004840666899638747,405.43890541234504,-34.82401514657857,399.56640082558454,16.412271091186767,16.412271091186767
build stronger,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,223,403.4806950762158,-12.821776312081004,-0.01789242712039933,0.0016002927559866681,373.18379107236495,20.058601615922292,403.4806950762158,-12.821776312081004,-12.821776312081004
school buildings,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,224,393.347110246812,379.0855888449083,-0.00003331008845695524,-0.00004574492817479044,385.7892049796215,-23.917228520985194,393.347110246812,379.0855888449083,-10.914411155091727
jobs today,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,225,390.96825461311687,0.9461823425796707,0.0015452684003989556,0.00037511724571488817,402.03384003314136,-11.81942798406263,390.96825461311687,0.9461823425796707,0.9461823425796707
goods services,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,226,390.06571198300986,-21.17807147919844,-0.0037930481782000123,0.0026705180157081884,384.7363769811124,-18.21190480804729,390.06571198300986,-21.17807147919844,-21.17807147919844
technical education,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,227,387.43575419332615,380.1320057998053,-0.000034426405718877316,0.00003116996855104669,391.65079012168843,-24.79895442199111,387.43575419332615,380.1320057998053,-9.867994200194687
students parents,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,228,390.6206553320058,400.65578877564485,0.00015101903588609703,0.000017611744926745043,387.0438436169086,-0.5439590386994901,390.6206553320058,400.65578877564485,10.65578877564485
state economy,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,229,393.572518482717,16.236961004659868,0.009074590772554085,0.0009605809899993086,380.78399084070463,14.96962612729227,393.572518482717,16.236961004659868,16.236961004659868
state college,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,230,395.6033870198891,403.98808988281024,0.0004319479161954246,-0.000010469147749109838,408.4052641860927,-5.00117028763179,395.6033870198891,403.98808988281024,13.988089882810243
new job,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,231,396.66634994616027,11.212355513031286,0.005487476840242046,0.00490410879048995,405.8933915132852,-9.155772671038767,396.66634994616027,11.212355513031286,11.212355513031286
personal income,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,232,389.2851861539062,12.154443416869967,0.0031223998340267054,-0.001831889375526127,390.3955445299677,-8.808671946169314,389.2851861539062,12.154443416869967,12.154443416869967
student debt,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,233,389.4824757339985,374.49535017675,-0.00010556509011826303,0.00005736959598057053,411.54360586295996,-8.090628698059806,389.4824757339985,374.49535017675,-15.50464982325002
tough times,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,234,394.5345870407566,5.603861452944743,0.011107370012424006,-0.009975957861810781,397.16754989723415,24.179809906650114,394.5345870407566,5.603861452944743,5.603861452944743
children health,health care,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,235,390.0956184048459,518.472736296698,-0.00004312679509507994,-0.000018457776970335173,411.8613939678649,22.397952994963063,390.0956184048459,518.472736296698,-1.5272637033019691
jobs state,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,236,385.04290505012693,0.0886632171475502,-0.0009005414521849074,0.0017105191181092422,386.1606926096003,41.729692878360325,385.04290505012693,0.0886632171475502,0.0886632171475502
health crisis,health care,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,237,390.47901832708334,512.4859677265912,-0.00006424948509747712,0.000004082717791721168,398.4469609032156,-8.0117079432325,390.47901832708334,512.4859677265912,-7.514032273408816
health challenges,health care,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,238,391.84505806989756,524.2110065356933,-0.00002946856796469479,0.00001469065891871314,394.5951935377666,18.81183164774187,391.84505806989756,524.2110065356933,4.211006535693286
greenhouse gas emissions,energy/environment,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,239,390.43091916682437,132.96298927615052,0.0000057550086095424155,2.2179228948007872e-15,387.72944845813345,-4.248189013943597,390.43091916682437,132.96298927615052,2.962989276150523
police officers,crime/justice,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,240,390.4309191668262,259.92397342158904,0.000011821806429155818,-3.534084226561725e-16,393.21445344970226,-6.171241178142264,390.4309191668262,259.92397342158904,-0.07602657841096061
help students,education,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,241,489.4993826267093,392.6638315672042,-0.0003698668375618939,0.00010319385071295594,501.1351462632814,-2.1900503865461562,489.4993826267093,392.6638315672042,2.6638315672042268
workforce training,economy/fiscal issues,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,242,491.16208724218336,-14.791937799323387,-0.0011218219575005212,-0.00032884531187046633,503.0883297510419,-24.293256093798107,491.16208724218336,-14.791937799323387,-14.791937799323387
mental health care,mental health/substance abuse,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,243,487.38622418013944,647.3239477235459,0.000032452806858079136,-0.000013072240760856863,490.504839310653,-7.873963668849767,487.38622418013944,647.3239477235459,-2.6760522764541292
medicaid program,health care,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,244,487.80880877395134,514.9039126347111,0.000024930575625210522,3.237305775012633e-11,507.44015843456697,-19.942348607633374,487.80880877395134,514.9039126347111,-5.096087365288895
fiscal year,economy/fiscal issues,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,245,487.0886733005266,-19.723294339525573,-0.0005258990657529422,-0.0008557364269307543,490.02282143328034,-44.65667126779107,487.0886733005266,-19.723294339525573,-19.723294339525573
spend money,economy/fiscal issues,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,246,489.2324697145099,-25.7517337632473,0.0016773030586927245,0.0019891352267129773,497.3465807695107,-26.523975542366884,489.2324697145099,-25.7517337632473,-25.7517337632473
jobs created,economy/fiscal issues,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,247,489.07674612098884,-8.746106774198976,0.0054280103332824,0.0039266339917069385,489.99151588477923,16.425690646704062,489.07674612098884,-8.746106774198976,-8.746106774198976
substance use,mental health/substance abuse,2,4,6,8.7,14.81,0.387546967,0.533591646,6.110000000000001,248,488.7738364283767,641.0771051061362,0.000015339645112046573,0.000006345050265147139,494.24962502216556,-21.744041916016588,488.7738364283767,641.0771051061362,-8.922894893863827
classroom,education,12,11,23,52.17,40.74,0.352937058,0.552455223,-11.43,249,341.90516732637354,398.18019423075964,0.00003219268563362298,-0.000004344851822982815,332.1825507110677,22.566605790345502,341.90516732637354,398.18019423075964,8.18019423075964
federal funds,economy/fiscal issues,4,3,7,17.39,11.11,0.34989648,0.554171736,-6.280000000000001,250,387.5218257389099,18.303593128038344,0.0022521459068176493,-0.002631761881143031,390.9507028131183,55.78200048109115,387.5218257389099,18.303593128038344,18.303593128038344
career technical,economy/fiscal issues,4,3,7,17.39,11.11,0.34989648,0.554171736,-6.280000000000001,251,384.54179611030645,-18.17928137921247,-0.000984958398045893,-0.006320635585628898,382.01796315308786,-30.087697708636977,384.54179611030645,-18.17928137921247,-18.17928137921247
quality health,health care,4,3,7,17.39,11.11,0.34989648,0.554171736,-6.280000000000001,252,384.6987208832685,533.7483220170344,0.0000607971163950588,-0.000012294574369294225,380.5442109555951,41.744061352049236,384.6987208832685,533.7483220170344,13.748322017034411
quality health care,health care,4,3,7,17.39,11.11,0.34989648,0.554171736,-6.280000000000001,253,386.1380131670843,527.1037385945523,0.00003234383398306316,0.0000016580993356458701,369.5278342687001,2.127078405764365,386.1380131670843,527.1037385945523,7.103738594552283
early education,education,4,3,7,17.39,11.11,0.34989648,0.554171736,-6.280000000000001,254,387.1782161041641,395.26746577739254,0.000008185323490829486,-0.000015175093093328398,371.8978876509258,-5.086937652928449,387.1782161041641,395.26746577739254,5.267465777392545
public schools,education,10,9,19,43.48,33.33,0.336384439,0.561923664,-10.149999999999999,255,354.20330550684565,396.59642029019443,0.00004278561295229429,0.000004084747122958497,339.8957232889327,0.6529479794854806,354.20330550684565,396.59642029019443,6.59642029019443
economic opportunity,economy/fiscal issues,5,4,9,21.74,14.81,0.330828413,0.565171695,-6.929999999999998,256,382.58603101901764,23.537378693039628,0.0012265118074950435,-0.003983507647770589,389.74513838127405,14.132166634433,382.58603101901764,23.537378693039628,23.537378693039628
overdose,mental health/substance abuse,6,5,11,26.09,18.52,0.323378715,0.569584201,-7.57,257,373.90006798111517,643.0897384140155,0.0000293126287795503,-3.1830983161784674e-15,354.9496531277909,23.532018546255504,373.90006798111517,643.0897384140155,-6.910261585984472
trade,economy/fiscal issues,6,5,11,26.09,18.52,0.323378715,0.569584201,-7.57,258,367.2654294231887,23.681296300387153,0.0030814844164213573,0.0016009884175271609,356.2369393210489,-24.56513004658689,367.2654294231887,23.681296300387153,23.681296300387153
health services,health care,7,6,13,30.43,22.22,0.322185061,0.570297453,-8.21,259,368.3030835322733,531.0582037985744,0.000034430862261241365,-4.725778687978592e-7,384.3177962333786,-10.54854143981948,368.3030835322733,531.0582037985744,11.058203798574368
growth,economy/fiscal issues,14,20,34,60.87,74.07,0.318461684,0.572533586,13.199999999999996,260,546.2251534213967,14.313228351886439,0.0016703384832636523,0.0021340827704654903,551.0109733933216,25.148626610144095,546.2251534213967,14.313228351886439,14.313228351886439
superintendent,education,5,8,13,21.74,29.63,0.297411123,0.585509984,7.890000000000001,261,503.0728204531615,405.6461609771762,0.0002028453261495243,-0.000015698790611126915,511.7825167949838,-13.384008777519284,503.0728204531615,405.6461609771762,15.64616097717618
tax,economy/fiscal issues,18,25,43,78.26,92.59,0.296633337,0.586000755,14.329999999999998,262,557.7226784348377,-14.440881204479567,0.000023390005151674573,0.00023870949509073597,564.2618258420167,-17.76115994167352,557.7226784348377,-14.440881204479567,-14.440881204479567
cost,economy/fiscal issues,20,20,40,86.96,74.07,0.257648953,0.611739976,-12.89,263,328.68573367427575,20.278920597954933,0.0015039968126956415,0.000007132614119131192,317.75912823242663,30.68069402066843,328.68573367427575,20.278920597954933,20.278920597954933
industry,economy/fiscal issues,12,17,29,52.17,62.96,0.249264257,0.617593614,10.79,264,528.5404424695795,-15.493003716810799,-0.003246996645951765,-0.0011163731844032307,537.5318042190738,-32.430650350451295,528.5404424695795,-15.493003716810799,-15.493003716810799
criminal,crime/justice,12,17,29,52.17,62.96,0.249264257,0.617593614,10.79,265,527.8751730437056,261.51369706506506,0.000016406409423627076,0.0000017096113987078688,533.4161146701341,34.4908044104212,527.8751730437056,261.51369706506506,1.5136970650650596
teachers,education,19,19,38,82.61,70.37,0.244766506,0.620784491,-12.239999999999995,266,335.09015624579115,383.4837272997708,0.000021531426019004082,0.0000024373722714551676,324.4803857165814,0.5878508686709734,335.09015624579115,383.4837272997708,-6.5162727002291945
employees,economy/fiscal issues,19,19,38,82.61,70.37,0.244766506,0.620784491,-12.239999999999995,267,335.24218033700765,-2.8610280617071173,-0.0011278238105072748,-0.0010513417256716691,313.86790265680736,-27.256454479492827,335.24218033700765,-2.8610280617071173,-2.8610280617071173
advanced manufacturing,economy/fiscal issues,3,5,8,13.04,18.52,0.232689211,0.629536949,5.48,268,484.2699883142064,-13.537406205553122,0.0010401537541907166,-0.002928945008774363,481.6810552373551,2.267650743355074,484.2699883142064,-13.537406205553122,-13.537406205553122
additional funding,economy/fiscal issues,3,5,8,13.04,18.52,0.232689211,0.629536949,5.48,269,485.2590242831754,4.894981255121076,-0.016549769214275777,0.07464871789374265,488.57863306651217,4.676661938408689,485.2590242831754,4.894981255121076,4.894981255121076
post secondary,education,3,5,8,13.04,18.52,0.232689211,0.629536949,5.48,270,486.2217367007835,398.96685178957085,-0.0001469753252715638,-0.000018295551670067555,495.5860345344922,14.809007975674964,486.2217367007835,398.96685178957085,8.966851789570853
middle school,education,3,5,8,13.04,18.52,0.232689211,0.629536949,5.48,271,481.08232474715527,384.95071863601606,-0.00209481959443083,0.005483119635158556,505.41873082547227,3.111102080163822,481.08232474715527,384.95071863601606,-5.049281363983937
dollar,economy/fiscal issues,9,13,22,39.13,48.15,0.229541795,0.631863789,9.019999999999996,272,512.1406380136921,-12.0851274313389,0.0006234201346333289,0.0006652129372410327,518.4816143229766,1.4129165306904297,512.1406380136921,-12.0851274313389,-12.0851274313389
debt,economy/fiscal issues,9,13,22,39.13,48.15,0.229541795,0.631863789,9.019999999999996,273,514.9200597767967,0.41300285182869656,0.00022651345887450658,-0.0018364323769950338,518.3963704747825,30.452869248418484,514.9200597767967,0.41300285182869656,0.41300285182869656
paying jobs,economy/fiscal issues,6,9,15,26.09,33.33,0.217391304,0.641034843,7.239999999999998,274,499.3395358673591,-14.237593162676644,-0.0021483047705421706,-0.0008844960933749985,508.77709960941377,-4.210360333425061,499.3395358673591,-14.237593162676644,-14.237593162676644
economic development,economy/fiscal issues,14,14,28,60.87,51.85,0.180354267,0.671068965,-9.019999999999996,275,364.5843365222793,-5.025759104679757,-0.0015618922948630088,0.0011846661019451255,345.94903430284,-19.913509928235094,364.5843365222793,-5.025759104679757,-5.025759104679757
business,economy/fiscal issues,23,24,47,100,88.89,0.163120567,0.686299587,-11.11,276,342.6242897012153,-22.520744740109727,-0.001588565205544887,-0.0022782976738107068,333.50548997172046,-34.697179291037315,342.6242897012153,-22.520744740109727,-22.520744740109727
billion dollars,economy/fiscal issues,7,10,17,30.43,37.04,0.159230842,0.689865651,6.609999999999999,277,494.6992723273333,23.038807275265068,0.0009254204160676998,-0.000021879554148138613,505.01606721095175,39.808209627068166,494.6992723273333,23.038807275265068,23.038807275265068
substance,mental health/substance abuse,7,10,17,30.43,37.04,0.159230842,0.689865651,6.609999999999999,278,493.114880092733,653.7374711111133,0.000035414422291232415,0.0000023623604482662776,497.36442406038907,6.332554298160019,493.114880092733,653.7374711111133,3.7374711111133365
math,education,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,279,478.9440789542966,407.5644638424501,-0.00022290753959106936,-0.00007692728215873234,500.000543136252,32.10173088267233,478.9440789542966,407.5644638424501,17.564463842450095
opioid crisis,mental health/substance abuse,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,280,477.88075673609796,649.8122040085593,0.000029201470135655138,-2.650563169921293e-16,487.04669245033426,28.937040854319008,477.88075673609796,649.8122040085593,-0.18779599144068015
oil,energy/environment,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,281,477.8807567360975,129.95066931624993,0.000007670709461092784,4.4176052832021557e-16,487.62256967038303,-21.47270937556567,477.8807567360975,129.95066931624993,-0.0493306837500711
justice reform,crime/justice,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,282,479.12725849378404,258.861154779445,-0.0000017571020629311272,0.00001373088778125473,490.2698968578695,-28.61821456435393,479.12725849378404,258.861154779445,-1.1388452205550266
stem,education,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,283,478.6478221151146,399.57133330926524,-0.0002503177721702217,-0.00012237951624127097,486.1566249140865,21.37071188092498,478.6478221151146,399.57133330926524,9.571333309265242
salaries,economy/fiscal issues,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,284,474.3320095520638,-25.565444849912684,-0.00399819170895036,0.002598275728441508,486.8005604920328,-38.391333938069025,474.3320095520638,-25.565444849912684,-25.565444849912684
local school,education,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,285,482.3074314479529,392.4554983446913,-0.00013199047663762202,-0.00012887054221596503,477.3976442660795,-9.513912959706218,482.3074314479529,392.4554983446913,2.455498344691307
criminal justice reform,crime/justice,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,286,477.7661642559863,266.7441472225353,0.0000039423854631166416,-0.0000034020764816371235,488.59501306064647,-13.868336994782602,477.7661642559863,266.7441472225353,6.744147222535275
hiring,economy/fiscal issues,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,287,482.17300680647577,-27.136051060805137,-0.003388186032778443,0.0029340475062612113,487.0880560517661,-2.5189395020366723,482.17300680647577,-27.136051060805137,-27.136051060805137
supply,economy/fiscal issues,4,6,10,17.39,22.22,0.144927536,0.703430697,4.829999999999998,288,479.63678532157866,-19.5554503787841,-0.004423459623547045,0.0023687045103270173,494.6308761104212,-2.3392093844804953,479.63678532157866,-19.5554503787841,-19.5554503787841
opioid,mental health/substance abuse,11,11,22,47.83,40.74,0.141706924,0.706589961,-7.089999999999996,289,378.35895071249604,652.7063056179503,0.000029312628780507055,1.9597116898001363e-15,365.38673539745764,23.46460761375677,378.35895071249604,652.7063056179503,2.7063056179503064
spend,economy/fiscal issues,11,11,22,47.83,40.74,0.141706924,0.706589961,-7.089999999999996,290,378.4757002719212,-6.790656872233548,-0.00028083954162665825,0.0017067073736913418,373.0532227343457,11.543183230725008,378.4757002719212,-6.790656872233548,-6.790656872233548
fund,economy/fiscal issues,21,22,43,91.3,81.48,0.139347639,0.708930411,-9.819999999999993,291,353.22244183701173,19.101019854074455,0.004657120574708369,-0.0016071777093042573,344.871705708222,34.02174011221435,353.22244183701173,19.101019854074455,19.101019854074455
educators,education,10,10,20,43.48,37.04,0.128824477,0.719653989,-6.439999999999998,292,381.9554085070698,403.0808794851514,0.00002635773125790207,-0.0000611777863130217,383.42942962948837,50.22738998421109,381.9554085070698,403.0808794851514,13.0808794851514
manufacturing,economy/fiscal issues,8,11,19,34.78,40.74,0.116026782,0.733384369,5.960000000000001,293,488.5123996267177,13.704336143797898,-0.0018412212046085132,0.0004850990058526941,495.103173124543,23.702104573912607,488.5123996267177,13.704336143797898,13.704336143797898
colleges,education,9,9,18,39.13,33.33,0.115942029,0.733478056,-5.800000000000004,294,391.79628004821274,387.5435539549666,0.000001264959708696553,0.000009966862812685242,390.14814156987325,-32.03402414974672,391.79628004821274,387.5435539549666,-2.456446045033374
careers,economy/fiscal issues,9,9,18,39.13,33.33,0.115942029,0.733478056,-5.800000000000004,295,388.1553868026164,-32.55715037209082,0.0008446064734871089,0.00014148970918901186,383.0254641806459,5.70450513300497,388.1553868026164,-32.55715037209082,-32.55715037209082
high school,education,16,21,37,69.57,77.78,0.113200157,0.736529809,8.210000000000008,296,506.29513415992926,392.02222963554425,0.000036700182998755293,-0.00013096747191382842,514.2787797108784,-30.055684004574744,506.29513415992926,392.02222963554425,2.0222296355442495
medicaid,health care,12,16,28,52.17,59.26,0.111341155,0.738622386,7.089999999999996,297,496.91236111121896,520.7147073172506,0.000024930635367691643,-5.739167848644103e-12,499.65786031449204,-12.793355051165626,496.91236111121896,520.7147073172506,0.7147073172505998
workforce,economy/fiscal issues,17,18,35,73.91,66.67,0.093167702,0.760188055,-7.239999999999995,298,377.5894945319845,-42.63007927782988,-0.002519975650035006,0.000434098645794455,379.6760121693571,-42.0725693003097,377.5894945319845,-42.63007927782988,-42.63007927782988
victims,crime/justice,5,7,12,21.74,25.93,0.090713902,0.763271531,4.190000000000001,299,471.5946352455651,255.14413155304865,0.00003292977030342627,-0.00000853620768562441,464.63952125145073,-36.15132034420132,471.5946352455651,255.14413155304865,-4.855868446951348
public school,education,5,7,12,21.74,25.93,0.090713902,0.763271531,4.190000000000001,300,471.4135795966452,403.8424398613517,-0.0002188883898527538,-0.00004027295376464211,481.21679493170535,-16.16467231724469,471.4135795966452,403.8424398613517,13.842439861351693
university,education,13,17,30,56.52,62.96,0.085882984,0.769477828,6.439999999999998,301,492.2290340917531,381.77992381691,-0.00004632198007131905,-0.00007053496561122826,498.4836848102988,-37.354447832966045,492.2290340917531,381.77992381691,-8.220076183089986
education funding,education,6,6,12,26.09,22.22,0.077294686,0.780997606,-3.870000000000001,302,403.6276578597634,399.3677366838197,-0.0005062264792742578,0.00005892647191789255,408.8093058768542,8.084572361623737,403.6276578597634,399.3677366838197,9.367736683819714
entrepreneurs,economy/fiscal issues,6,6,12,26.09,22.22,0.077294686,0.780997606,-3.870000000000001,303,406.9386003546168,16.921387353050363,0.006947473368807409,-0.00007775086977829846,406.4849971491303,32.28234282317048,406.9386003546168,16.921387353050363,16.921387353050363
substance abuse,mental health/substance abuse,6,6,12,26.09,22.22,0.077294686,0.780997606,-3.870000000000001,304,405.14523218039335,649.79338119864,0.00003212833623918624,4.4176052832021557e-16,410.9522129151028,-39.10246545381562,405.14523218039335,649.79338119864,-0.20661880136003674
funding,economy/fiscal issues,18,23,41,78.26,85.19,0.072620871,0.787558331,6.929999999999993,305,498.3280157047184,0.9287119695207302,-0.0022125228097126743,-0.0018586051461205093,509.2724503752641,16.270346556603315,498.3280157047184,0.9287119695207302,0.9287119695207302
tax increase,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,306,466.0278374667647,19.878580328411097,0.05411478277434422,-0.014960834655875969,490.98671255081126,10.868913036940333,466.0278374667647,19.878580328411097,19.878580328411097
attract retain,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,307,458.8083487128681,10.449548535978717,-0.007912931102138332,-0.0033956546798731514,474.11830200022087,7.151387772841589,458.8083487128681,10.449548535978717,10.449548535978717
balance budget,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,308,462.9647393578861,-32.21466160721263,-0.006580608485353444,0.0026714425923709427,468.5794117202721,-13.444991721364485,462.9647393578861,-32.21466160721263,-32.21466160721263
balanced budget,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,309,466.929749656148,-0.28446290375482924,-0.0009465828790596492,-0.0016372237893616508,467.3668204807381,15.402258265099125,466.929749656148,-0.28446290375482924,-0.28446290375482924
local school districts,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,310,457.7043306590099,384.3219557077527,-0.0025422198061501138,-0.00034486090754048835,449.9540096859479,-5.362775752232088,457.7043306590099,384.3219557077527,-5.678044292247307
recidivism rate,crime/justice,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,311,457.64857634244277,256.9079413474619,0.000014314725102145952,-8.836115595498874e-16,467.63373865877026,-45.36225788465332,457.64857634244277,256.9079413474619,-3.092058652538128
work budget,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,312,464.67135947026964,-26.49111921149745,-0.0028647048900350127,-0.0025253052217355946,464.80304952899996,-28.911143208134135,464.67135947026964,-26.49111921149745,-26.49111921149745
oil gas,energy/environment,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,313,458.4436076109611,123.34859212139689,0.000005870338831220965,-4.6563307896929635e-12,463.60848693147045,-23.391394049585156,458.4436076109611,123.34859212139689,-6.651407878603109
students like,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,314,460.70035807772575,379.127576841229,0.0003333738302347316,-0.000030037842018990588,471.61619493972466,-9.812197998675314,460.70035807772575,379.127576841229,-10.872423158771028
paying job,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,315,459.41483000458817,34.916133865984136,0.0030735196796010823,0.0004923834251805879,460.5253716120788,11.879637970323152,459.41483000458817,34.916133865984136,34.916133865984136
business climate,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,316,460.9581991270786,0.1773850074208555,-0.0007156288886986862,-0.001721285844725495,458.04381685876893,-33.9814250528579,460.9581991270786,0.1773850074208555,0.1773850074208555
job growth,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,317,454.53965399420787,-17.63430307602368,0.001448332828959483,0.0007836782012729691,459.9321956283952,-28.888277732172675,454.53965399420787,-17.63430307602368,-17.63430307602368
capital investment,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,318,457.8359719381589,-35.28548073302213,-0.004506236451327773,0.001418587692719927,470.4674774552803,-40.331729580650986,457.8359719381589,-35.28548073302213,-35.28548073302213
jobs know,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,319,462.6491934390425,5.877047305116025,0.0003797440460142104,0.0016671684194476844,449.91169583034997,6.450170026531544,462.6491934390425,5.877047305116025,5.877047305116025
new industries,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,320,456.4931211888031,-29.45552276863306,-0.004572577647430371,0.001375003684340859,481.0313158948064,-4.216095107001394,456.4931211888031,-29.45552276863306,-29.45552276863306
business owner,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,321,456.89261044317766,4.864133752261521,0.002681677834657769,-0.0020456365361826356,453.92330187503217,10.799126122046333,456.89261044317766,4.864133752261521,4.864133752261521
budget proposes,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,322,462.54356966118115,15.059074896351401,0.001264295362806627,-0.001599707539704434,446.3479042709424,-17.992534840865982,462.54356966118115,15.059074896351401,15.059074896351401
apprenticeship programs,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,323,458.8075477723937,397.55238061064273,-0.0028972269303662907,0.0070262542476368225,483.98544889160524,-8.91406999147141,458.8075477723937,397.55238061064273,7.552380610642729
violent offenders,crime/justice,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,324,457.64857634244163,262.9079413474619,0.000014314725102807662,7.069073482218013e-16,472.9183596854716,14.633983644095315,457.64857634244163,262.9079413474619,2.907941347461872
bond rating,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,325,457.64430863929715,-4.7495568003821695,-0.0034441192526007704,-0.0020862344226811767,455.61565981073187,30.294844796323755,457.64430863929715,-4.7495568003821695,-4.7495568003821695
12 schools,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,326,453.2575416562204,395.3069404485995,0.0001029244014106102,0.00007143714853861437,468.5960408306949,5.866284978587038,453.2575416562204,395.3069404485995,5.306940448599505
college degree,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,327,461.8295235991057,402.7275520640158,0.002390724449477501,-0.00039532949131612335,464.86510154757656,10.326480554154971,461.8295235991057,402.7275520640158,12.72755206401581
education budget,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,328,460.92146476546367,408.65978744666575,0.0011825938698653239,-0.0008830821043322908,463.68129993978437,18.549731703420242,460.92146476546367,408.65978744666575,18.659787446665746
education programs,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,329,457.6932812531444,373.9337467501024,0.000037599217738145124,0.0002572055624806561,474.1120211764182,-15.56103144817095,457.6932812531444,373.9337467501024,-16.066253249897613
billions dollars,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,330,459.1675221446737,-24.10879120866402,-0.0013967802933868036,-0.0012640744410052796,470.7795637607916,10.845570036494172,459.1675221446737,-24.10879120866402,-24.10879120866402
graduation rate,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,331,456.320315063338,390.1540980202977,0.000932807700153862,-0.000682429385258316,466.56004530998894,-7.697966508434694,456.320315063338,390.1540980202977,0.15409802029768116
good education,education,2,3,5,8.7,11.11,0.072463768,0.787782743,2.41,332,454.7000053335195,379.1332713071339,0.0001893748255600466,0.0001514921097968207,443.9612069725946,-21.97890970146621,454.7000053335195,379.1332713071339,-10.866728692866104
